Sweep (V)@Temporary,Measure (A)@Temporary
 0.00000E+0, 3.92415E-5
 1.00000E-2, 3.92415E-5
 2.00000E-2, 3.92415E-5
 3.00000E-2, 3.92415E-5
 4.00000E-2, 3.92415E-5
 5.00000E-2, 3.92415E-5
 6.00000E-2, 3.92415E-5
 7.00000E-2, 3.92415E-5
 8.00000E-2, 3.92415E-5
 9.00000E-2, 3.92415E-5
 1.00000E-1, 3.92415E-5
 1.10000E-1, 3.92415E-5
 1.20000E-1, 3.92415E-5
 1.30000E-1, 3.92415E-5
 1.40000E-1, 3.92415E-5
 1.50000E-1, 3.92415E-5
 1.60000E-1, 3.92415E-5
 1.70000E-1, 3.92415E-5
 1.80000E-1, 3.92415E-5
 1.90000E-1, 3.92415E-5
 2.00000E-1, 3.92415E-5
 2.10000E-1, 3.92415E-5
 2.20000E-1, 3.92415E-5
 2.30000E-1, 3.92415E-5
 2.40000E-1, 3.92415E-5
 2.50000E-1, 3.92415E-5
 2.60000E-1, 3.92415E-5
 2.70000E-1, 3.92415E-5
 2.80000E-1, 3.92415E-5
 2.90000E-1, 3.92415E-5
 3.00000E-1, 3.92415E-5
 3.10000E-1, 3.92415E-5
 3.20000E-1, 3.92415E-5
 3.30000E-1, 3.92415E-5
 3.40000E-1, 3.92415E-5
 3.50000E-1, 3.92415E-5
 3.60000E-1, 4.23647E-5
 3.70000E-1, 4.23647E-5
 3.80000E-1, 3.92415E-5
 3.90000E-1, 3.92415E-5
 4.00000E-1, 3.92415E-5
 4.10000E-1, 3.92415E-5
 4.20000E-1, 3.92415E-5
 4.30000E-1, 4.54880E-5
 4.40000E-1, 3.92415E-5
 4.50000E-1, 4.23647E-5
 4.60000E-1, 3.92415E-5
 4.70000E-1, 3.92415E-5
 4.80000E-1, 4.23647E-5
 4.90000E-1, 4.86112E-5
 5.00000E-1, 4.54880E-5
 5.10000E-1, 4.23647E-5
 5.20000E-1, 4.54880E-5
 5.30000E-1, 4.54880E-5
 5.40000E-1, 3.92415E-5
 5.50000E-1, 3.92415E-5
 5.60000E-1, 4.54880E-5
 5.70000E-1, 4.23647E-5
 5.80000E-1, 4.23647E-5
 5.90000E-1, 3.92415E-5
 6.00000E-1, 4.54880E-5
 6.10000E-1, 4.23647E-5
 6.20000E-1, 3.92415E-5
 6.30000E-1, 4.23647E-5
 6.40000E-1, 4.54880E-5
 6.50000E-1, 4.54880E-5
 6.60000E-1, 5.17344E-5
 6.70000E-1, 4.23647E-5
 6.80000E-1, 4.86112E-5
 6.90000E-1, 5.17344E-5
 7.00000E-1, 4.86112E-5
 7.10000E-1, 5.17344E-5
 7.20000E-1, 4.86112E-5
 7.30000E-1, 5.17344E-5
 7.40000E-1, 5.17344E-5
 7.50000E-1, 4.86112E-5
 7.60000E-1, 4.54880E-5
 7.70000E-1, 4.86112E-5
 7.80000E-1, 5.48577E-5
 7.90000E-1, 5.17344E-5
 8.00000E-1, 5.48577E-5
 8.10000E-1, 5.48577E-5
 8.20000E-1, 5.48577E-5
 8.30000E-1, 5.17344E-5
 8.40000E-1, 5.79809E-5
 8.50000E-1, 5.79809E-5
 8.60000E-1, 5.79809E-5
 8.70000E-1, 6.11041E-5
 8.80000E-1, 5.48577E-5
 8.90000E-1, 6.11041E-5
 9.00000E-1, 5.79809E-5
 9.10000E-1, 5.79809E-5
 9.20000E-1, 6.11041E-5
 9.30000E-1, 5.48577E-5
 9.40000E-1, 5.79809E-5
 9.50000E-1, 6.11041E-5
 9.60000E-1, 5.48577E-5
 9.70000E-1, 6.11041E-5
 9.80000E-1, 5.48577E-5
 9.90000E-1, 6.73506E-5
 1.00000E+0, 6.42274E-5
 1.01000E+0, 6.73506E-5
 1.02000E+0, 6.42274E-5
 1.03000E+0, 6.11041E-5
 1.04000E+0, 6.42274E-5
 1.05000E+0, 6.73506E-5
 1.06000E+0, 6.42274E-5
 1.07000E+0, 6.42274E-5
 1.08000E+0, 7.04739E-5
 1.09000E+0, 6.42274E-5
 1.10000E+0, 7.04739E-5
 1.11000E+0, 7.04739E-5
 1.12000E+0, 7.04739E-5
 1.13000E+0, 6.73506E-5
 1.14000E+0, 7.04739E-5
 1.15000E+0, 7.04739E-5
 1.16000E+0, 7.04739E-5
 1.17000E+0, 7.04739E-5
 1.18000E+0, 7.04739E-5
 1.19000E+0, 7.04739E-5
 1.20000E+0, 7.04739E-5
 1.21000E+0, 7.04739E-5
 1.22000E+0, 7.04739E-5
 1.23000E+0, 7.04739E-5
 1.24000E+0, 7.04739E-5
 1.25000E+0, 7.04739E-5
 1.26000E+0, 7.04739E-5
 1.27000E+0, 7.04739E-5
 1.28000E+0, 7.04739E-5
 1.29000E+0, 7.04739E-5
 1.30000E+0, 6.73506E-5
 1.31000E+0, 7.04739E-5
 1.32000E+0, 7.04739E-5
 1.33000E+0, 7.04739E-5
 1.34000E+0, 7.04739E-5
 1.35000E+0, 7.04739E-5
 1.36000E+0, 7.04739E-5
 1.37000E+0, 7.04739E-5
 1.38000E+0, 7.04739E-5
 1.39000E+0, 7.04739E-5
 1.40000E+0, 7.04739E-5
 1.41000E+0, 7.04739E-5
 1.42000E+0, 7.04739E-5
 1.43000E+0, 7.04739E-5
 1.44000E+0, 7.04739E-5
 1.45000E+0, 7.04739E-5
 1.46000E+0, 7.04739E-5
 1.47000E+0, 7.04739E-5
 1.48000E+0, 7.04739E-5
 1.49000E+0, 7.04739E-5
 1.50000E+0, 7.04739E-5
 1.51000E+0, 7.04739E-5
 1.52000E+0, 7.04739E-5
 1.53000E+0, 7.04739E-5
 1.54000E+0, 7.04739E-5
 1.55000E+0, 7.04739E-5
 1.56000E+0, 7.04739E-5
 1.57000E+0, 7.04739E-5
 1.58000E+0, 7.04739E-5
 1.59000E+0, 7.04739E-5
 1.60000E+0, 7.04739E-5
 1.61000E+0, 7.04739E-5
 1.62000E+0, 7.04739E-5
 1.63000E+0, 7.04739E-5
 1.64000E+0, 7.04739E-5
 1.65000E+0, 7.04739E-5
 1.66000E+0, 7.04739E-5
 1.67000E+0, 7.04739E-5
 1.68000E+0, 7.04739E-5
 1.69000E+0, 7.04739E-5
 1.70000E+0, 7.35971E-5
 1.71000E+0, 7.04739E-5
 1.72000E+0, 7.04739E-5
 1.73000E+0, 7.67203E-5
 1.74000E+0, 7.04739E-5
 1.75000E+0, 7.04739E-5
 1.76000E+0, 7.35971E-5
 1.77000E+0, 7.04739E-5
 1.78000E+0, 7.35971E-5
 1.79000E+0, 7.35971E-5
 1.80000E+0, 7.67203E-5
 1.81000E+0, 7.67203E-5
 1.82000E+0, 7.35971E-5
 1.83000E+0, 8.29668E-5
 1.84000E+0, 7.98436E-5
 1.85000E+0, 7.67203E-5
 1.86000E+0, 7.98436E-5
 1.87000E+0, 7.35971E-5
 1.88000E+0, 7.98436E-5
 1.89000E+0, 8.60900E-5
 1.90000E+0, 7.67203E-5
 1.91000E+0, 8.29668E-5
 1.92000E+0, 8.60900E-5
 1.93000E+0, 8.29668E-5
 1.94000E+0, 7.98436E-5
 1.95000E+0, 8.29668E-5
 1.96000E+0, 8.29668E-5
 1.97000E+0, 8.29668E-5
 1.98000E+0, 8.60900E-5
 1.99000E+0, 8.60900E-5
 2.00000E+0, 8.60900E-5
 2.01000E+0, 8.29668E-5
 2.02000E+0, 8.60900E-5
 2.03000E+0, 8.60900E-5
 2.04000E+0, 8.60900E-5
 2.05000E+0, 8.60900E-5
 2.06000E+0, 8.60900E-5
 2.07000E+0, 8.60900E-5
 2.08000E+0, 8.60900E-5
 2.09000E+0, 8.60900E-5
 2.10000E+0, 8.60900E-5
 2.11000E+0, 8.60900E-5
 2.12000E+0, 8.60900E-5
 2.13000E+0, 8.60900E-5
 2.14000E+0, 8.60900E-5
 2.15000E+0, 8.60900E-5
 2.16000E+0, 8.60900E-5
 2.17000E+0, 8.60900E-5
 2.18000E+0, 8.60900E-5
 2.19000E+0, 8.60900E-5
 2.20000E+0, 8.60900E-5
 2.21000E+0, 8.60900E-5
 2.22000E+0, 8.60900E-5
 2.23000E+0, 8.60900E-5
 2.24000E+0, 8.60900E-5
 2.25000E+0, 8.60900E-5
 2.26000E+0, 8.60900E-5
 2.27000E+0, 8.60900E-5
 2.28000E+0, 8.60900E-5
 2.29000E+0, 8.60900E-5
 2.30000E+0, 8.60900E-5
 2.31000E+0, 8.60900E-5
 2.32000E+0, 8.60900E-5
 2.33000E+0, 8.60900E-5
 2.34000E+0, 8.60900E-5
 2.35000E+0, 8.60900E-5
 2.36000E+0, 8.60900E-5
 2.37000E+0, 8.60900E-5
 2.38000E+0, 8.60900E-5
 2.39000E+0, 8.60900E-5
 2.40000E+0, 8.60900E-5
 2.41000E+0, 8.60900E-5
 2.42000E+0, 8.60900E-5
 2.43000E+0, 8.60900E-5
 2.44000E+0, 8.60900E-5
 2.45000E+0, 8.92133E-5
 2.46000E+0, 9.23365E-5
 2.47000E+0, 8.92133E-5
 2.48000E+0, 8.92133E-5
 2.49000E+0, 8.92133E-5
 2.50000E+0, 9.23365E-5
 2.51000E+0, 9.85830E-5
 2.52000E+0, 9.23365E-5
 2.53000E+0, 9.85830E-5
 2.54000E+0, 9.54598E-5
 2.55000E+0, 9.54598E-5
 2.56000E+0, 9.54598E-5
 2.57000E+0, 9.85830E-5
 2.58000E+0, 9.54598E-5
 2.59000E+0, 1.01706E-4
 2.60000E+0, 9.54598E-5
 2.61000E+0, 9.85830E-5
 2.62000E+0, 1.01706E-4
 2.63000E+0, 1.01706E-4
 2.64000E+0, 1.01706E-4
 2.65000E+0, 1.01706E-4
 2.66000E+0, 1.01706E-4
 2.67000E+0, 1.01706E-4
 2.68000E+0, 1.01706E-4
 2.69000E+0, 1.01706E-4
 2.70000E+0, 1.01706E-4
 2.71000E+0, 1.01706E-4
 2.72000E+0, 1.01706E-4
 2.73000E+0, 1.01706E-4
 2.74000E+0, 1.01706E-4
 2.75000E+0, 1.01706E-4
 2.76000E+0, 1.01706E-4
 2.77000E+0, 1.01706E-4
 2.78000E+0, 1.01706E-4
 2.79000E+0, 1.01706E-4
 2.80000E+0, 1.01706E-4
 2.81000E+0, 1.01706E-4
 2.82000E+0, 1.01706E-4
 2.83000E+0, 1.01706E-4
 2.84000E+0, 1.01706E-4
 2.85000E+0, 1.01706E-4
 2.86000E+0, 1.04829E-4
 2.87000E+0, 1.07953E-4
 2.88000E+0, 1.01706E-4
 2.89000E+0, 1.07953E-4
 2.90000E+0, 1.04829E-4
 2.91000E+0, 1.11076E-4
 2.92000E+0, 1.04829E-4
 2.93000E+0, 1.29815E-4
 2.94000E+0, 1.26692E-4
 2.95000E+0, 1.26692E-4
 2.96000E+0, 1.29815E-4
 2.97000E+0, 1.32939E-4
 2.98000E+0, 1.26692E-4
 2.99000E+0, 1.32939E-4
 3.00000E+0, 1.29815E-4
 3.01000E+0, 1.32939E-4
 3.02000E+0, 1.32939E-4
 3.03000E+0, 1.32939E-4
 3.04000E+0, 1.32939E-4
 3.05000E+0, 1.32939E-4
 3.06000E+0, 1.32939E-4
 3.07000E+0, 1.32939E-4
 3.08000E+0, 1.32939E-4
 3.09000E+0, 1.32939E-4
 3.10000E+0, 1.32939E-4
 3.11000E+0, 1.32939E-4
 3.12000E+0, 1.32939E-4
 3.13000E+0, 1.32939E-4
 3.14000E+0, 1.32939E-4
 3.15000E+0, 1.32939E-4
 3.16000E+0, 1.32939E-4
 3.17000E+0, 1.32939E-4
 3.18000E+0, 1.36062E-4
 3.19000E+0, 1.36062E-4
 3.20000E+0, 1.36062E-4
 3.21000E+0, 1.39185E-4
 3.22000E+0, 1.42308E-4
 3.23000E+0, 1.48555E-4
 3.24000E+0, 1.42308E-4
 3.25000E+0, 1.48555E-4
 3.26000E+0, 1.45432E-4
 3.27000E+0, 1.48555E-4
 3.28000E+0, 1.48555E-4
 3.29000E+0, 1.45432E-4
 3.30000E+0, 1.48555E-4
 3.31000E+0, 1.48555E-4
 3.32000E+0, 1.45432E-4
 3.33000E+0, 1.48555E-4
 3.34000E+0, 1.48555E-4
 3.35000E+0, 1.48555E-4
 3.36000E+0, 1.48555E-4
 3.37000E+0, 1.48555E-4
 3.38000E+0, 1.48555E-4
 3.39000E+0, 1.48555E-4
 3.40000E+0, 1.48555E-4
 3.41000E+0, 1.48555E-4
 3.42000E+0, 1.48555E-4
 3.43000E+0, 1.48555E-4
 3.44000E+0, 1.48555E-4
 3.45000E+0, 1.51678E-4
 3.46000E+0, 1.51678E-4
 3.47000E+0, 1.48555E-4
 3.48000E+0, 1.51678E-4
 3.49000E+0, 1.51678E-4
 3.50000E+0, 1.61048E-4
 3.51000E+0, 1.57925E-4
 3.52000E+0, 1.61048E-4
 3.53000E+0, 1.61048E-4
 3.54000E+0, 1.64171E-4
 3.55000E+0, 1.61048E-4
 3.56000E+0, 1.64171E-4
 3.57000E+0, 1.64171E-4
 3.58000E+0, 1.64171E-4
 3.59000E+0, 1.64171E-4
 3.60000E+0, 1.64171E-4
 3.61000E+0, 1.64171E-4
 3.62000E+0, 1.64171E-4
 3.63000E+0, 1.64171E-4
 3.64000E+0, 1.67294E-4
 3.65000E+0, 1.73541E-4
 3.66000E+0, 1.67294E-4
 3.67000E+0, 1.67294E-4
 3.68000E+0, 1.76664E-4
 3.69000E+0, 1.89157E-4
 3.70000E+0, 1.86034E-4
 3.71000E+0, 1.86034E-4
 3.72000E+0, 1.92280E-4
 3.73000E+0, 1.95403E-4
 3.74000E+0, 1.92280E-4
 3.75000E+0, 1.95403E-4
 3.76000E+0, 1.95403E-4
 3.77000E+0, 1.95403E-4
 3.78000E+0, 1.95403E-4
 3.79000E+0, 1.95403E-4
 3.80000E+0, 1.95403E-4
 3.81000E+0, 1.95403E-4
 3.82000E+0, 1.95403E-4
 3.83000E+0, 1.98527E-4
 3.84000E+0, 2.04773E-4
 3.85000E+0, 1.98527E-4
 3.86000E+0, 2.04773E-4
 3.87000E+0, 1.98527E-4
 3.88000E+0, 2.11020E-4
 3.89000E+0, 2.11020E-4
 3.90000E+0, 2.11020E-4
 3.91000E+0, 2.11020E-4
 3.92000E+0, 2.11020E-4
 3.93000E+0, 2.11020E-4
 3.94000E+0, 2.11020E-4
 3.95000E+0, 2.11020E-4
 3.96000E+0, 2.11020E-4
 3.97000E+0, 2.11020E-4
 3.98000E+0, 2.11020E-4
 3.99000E+0, 2.11020E-4
 4.00000E+0, 2.11020E-4
 4.01000E+0, 2.11020E-4
 4.02000E+0, 2.17266E-4
 4.03000E+0, 2.14143E-4
 4.04000E+0, 2.20389E-4
 4.05000E+0, 2.20389E-4
 4.06000E+0, 2.26636E-4
 4.07000E+0, 2.26636E-4
 4.08000E+0, 2.23512E-4
 4.09000E+0, 2.26636E-4
 4.10000E+0, 2.26636E-4
 4.11000E+0, 2.26636E-4
 4.12000E+0, 2.26636E-4
 4.13000E+0, 2.26636E-4
 4.14000E+0, 2.29759E-4
 4.15000E+0, 2.29759E-4
 4.16000E+0, 2.29759E-4
 4.17000E+0, 2.36005E-4
 4.18000E+0, 2.51622E-4
 4.19000E+0, 2.51622E-4
 4.20000E+0, 2.54745E-4
 4.21000E+0, 2.57868E-4
 4.22000E+0, 2.57868E-4
 4.23000E+0, 2.57868E-4
 4.24000E+0, 2.57868E-4
 4.25000E+0, 2.57868E-4
 4.26000E+0, 2.57868E-4
 4.27000E+0, 2.57868E-4
 4.28000E+0, 2.57868E-4
 4.29000E+0, 2.60991E-4
 4.30000E+0, 2.64115E-4
 4.31000E+0, 2.67238E-4
 4.32000E+0, 2.70361E-4
 4.33000E+0, 2.70361E-4
 4.34000E+0, 2.73484E-4
 4.35000E+0, 2.73484E-4
 4.36000E+0, 2.73484E-4
 4.37000E+0, 2.73484E-4
 4.38000E+0, 2.73484E-4
 4.39000E+0, 2.73484E-4
 4.40000E+0, 2.73484E-4
 4.41000E+0, 2.73484E-4
 4.42000E+0, 2.76608E-4
 4.43000E+0, 2.76608E-4
 4.44000E+0, 2.85977E-4
 4.45000E+0, 2.85977E-4
 4.46000E+0, 2.85977E-4
 4.47000E+0, 2.89100E-4
 4.48000E+0, 2.85977E-4
 4.49000E+0, 2.89100E-4
 4.50000E+0, 2.89100E-4
 4.51000E+0, 2.98470E-4
 4.52000E+0, 2.98470E-4
 4.53000E+0, 3.04717E-4
 4.54000E+0, 3.10963E-4
 4.55000E+0, 3.07840E-4
 4.56000E+0, 3.17210E-4
 4.57000E+0, 3.20333E-4
 4.58000E+0, 3.20333E-4
 4.59000E+0, 3.20333E-4
 4.60000E+0, 3.20333E-4
 4.61000E+0, 3.20333E-4
 4.62000E+0, 3.20333E-4
 4.63000E+0, 3.20333E-4
 4.64000E+0, 3.29703E-4
 4.65000E+0, 3.29703E-4
 4.66000E+0, 3.32826E-4
 4.67000E+0, 3.35949E-4
 4.68000E+0, 3.35949E-4
 4.69000E+0, 3.35949E-4
 4.70000E+0, 3.35949E-4
 4.71000E+0, 3.35949E-4
 4.72000E+0, 3.35949E-4
 4.73000E+0, 3.35949E-4
 4.74000E+0, 3.42196E-4
 4.75000E+0, 3.42196E-4
 4.76000E+0, 3.48442E-4
 4.77000E+0, 3.48442E-4
 4.78000E+0, 3.51565E-4
 4.79000E+0, 3.51565E-4
 4.80000E+0, 3.54688E-4
 4.81000E+0, 3.60935E-4
 4.82000E+0, 3.60935E-4
 4.83000E+0, 3.67181E-4
 4.84000E+0, 3.73428E-4
 4.85000E+0, 3.79674E-4
 4.86000E+0, 3.79674E-4
 4.87000E+0, 3.82798E-4
 4.88000E+0, 3.82798E-4
 4.89000E+0, 3.82798E-4
 4.90000E+0, 3.85921E-4
 4.91000E+0, 3.82798E-4
 4.92000E+0, 3.92167E-4
 4.93000E+0, 3.92167E-4
 4.94000E+0, 3.98414E-4
 4.95000E+0, 3.95291E-4
 4.96000E+0, 3.98414E-4
 4.97000E+0, 3.98414E-4
 4.98000E+0, 3.98414E-4
